date,task,challenge,reference,result_model,Time_elapsed,Titles,MULTICHOICE_SCORE
2024-09-02 13:53:42.015391350,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Where did Sean Higgins start his football career?

A. Rangers FC
B. Ross County
C. Victoria Park
D. Hamilton Academical
Answer: ",D,C,3.6346025466918954,"Sean_Higgins_(basketball), Sean_Higgins_(footballer)",False
2024-09-03 04:46:00.403348224,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Where did the film 'Oru Rathri Oru Pakal' have its Indian premiere?

A. Kazhcha-Niv Independent Film Festival (KNIFF)
B. Chennai International Film Festival
C. Mumbai Film Festival
D. Kerala Film Festival
Answer: ",A,A,3.835435390472412,"Oru_Rathri_Oru_Pakal, Prathap_Joseph",True
2024-09-04 12:46:25.052795172,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is a notable achievement of Russian high jumper Natalya Mamlina?

A. She holds the current world record in high jump
B. She won a gold medal at the Olympic Games
C. She won a silver medal at the European Championships
D. She won an individual gold medal at the Youth World Championships
Answer: ",D,D,3.608451843261719,"Natalya_Mamlina, Category:Russian_female_high_jumpers",True
2024-09-03 04:49:14.075834368,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the population of Miangaran-e Olya village according to the 2006 census?

A. 788
B. 688
C. 588
D. 488
Answer: ",C,C,5.43046760559082,"Miangaran-e_Olya, Miangaran",True
2024-09-04 21:48:03.075129032,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Who painted the large mural of a girl on a bicycle on a gable facing Ravnsborggade on Nørrebrogade?

A. A well-known street artist
B. Seppo Matinens
C. An anonymous artist
D. A local Danish artist
Answer: ",B,C,6.097840309143066,"Ravnsborggade, Ryesgade",False
2024-09-04 12:21:01.365555712,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What was Ronald J. Shurer's occupation after being honorably discharged in 2009?

A. Special agent in the United States Secret Service
B. Police officer in Phoenix
C. Special agent in the FBI
D. Security consultant in Washington, D.C.
Answer: ",A,C,4.69580602645874,"Ronald_J._Shurer, File:Ronald_J._Shurer.jpg",False
2024-09-04 04:34:07.448683977,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the primary material used for the facades and minarets of Al-Hakim Mosque?

A. Polychrome marble
B. Stone
C. Brick
D. Wood
Answer: ",B,B,5.188077449798584,"Al-Hakim_Mosque, Aqmar_Mosque",True
2024-09-02 22:20:31.200684786,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Who was the first wife of Sir Thomas Palmer, 4th Baronet, of Wingham?

A. Robert Marsham
B. Elizabeth Marsham
C. Lady Romney
D. Elizabeth Palmer
Answer: ",B,D,4.31442928314209,"Sir_Thomas_Palmer,_4th_Baronet,_of_Wingham, Sir_Thomas_Palmer,_1st_Baronet",False
2024-09-05 20:10:00.716023445,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the name of the boutique label founded by Stefan Rusconi and his bandmates in 2012?

A. Bee Jazz Records
B. Sony Music Entertainment
C. Rusconi Records
D. Qilin Records
Answer: ",D,D,3.645276546478272,"Stefan_Rusconi, Rusconi_(surname)",True
2024-09-05 11:55:32.822103739,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What type of athlete is Ludvig Hedström?

A. Ice hockey player
B. Basketball player
C. Tennis player
D. Soccer player
Answer: ",A,A,3.7952942848205566,"Ludvig_Hedstr%C3%B6m, Hedstrom",True
2024-09-04 16:18:09.909822464,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What was the reason for the 'R' rating given to the movie Sixpack Annie, according to Lindsay Bloom?

A. Lindsay Bloom's character's beer consumption
B. The use of salty language and a nude scene
C. The film's depiction of truck driving
D. The movie's setting in a town named Titwillow
Answer: ",B,B,4.586745500564575,"Sixpack_Annie, Lindsay_Bloom",True
2024-09-06 11:50:10.481215715,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
In which district is Yudaishan Station located?

A. Jiangbei District
B. Yubei District
C. Shapingba District
D. Jiangjin District
Answer: ",A,A,3.654716968536377,"Yudaishan_station, Nanqiaosi_station",True
2024-09-06 00:23:23.518548488,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the material of the sculpture 'Leif, the Discoverer'?

A. Marble
B. Red sandstone
C. Bronze
D. Granite
Answer: ",C,C,4.775071382522583,"Leif,_the_Discoverer_(Whitney), Leif_Erikson",True
2024-09-05 00:57:10.453648329,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Which of the following counties is entirely included in North Carolina's 51st House district?

A. Chatham County
B. Lee County
C. Moore County
D. Harnett County
Answer: ",B,B,5.032214641571045,"North_Carolina_House_of_Representatives, Speaker_of_the_North_Carolina_House_of_Representatives",True
2024-09-03 08:19:35.663314688,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the primary goal of thematic investing?

A. To invest in companies with a strong track record of dividend payments
B. To invest in individual stocks with high growth potential
C. To identify and capitalize on macro-level trends that will shape the global economy
D. To diversify a portfolio by investing in different asset classes
Answer: ",C,C,2.2532546520233154,,True
2024-09-04 12:54:57.967683840,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What was the critical reception of the film Huge, according to the reviews mentioned?

A. Extremely negative, with all reviewers panning the film's humor and direction
B. Mixed, with some reviewers praising the filmmaker's debut and others criticizing the film's humor
C. Overwhelmingly positive, with all reviewers praising the film's originality and execution
D. Generally positive, with praise for its humor and direction
Answer: ",B,D,2.244173526763916,,False
2024-09-04 01:51:36.876674891,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the Japanese term used to designate various grades, levels or degrees of proficiency or experience in martial arts and other activities?

A. Geup
B. Kyū
C. Ji
D. Dan
Answer: ",B,D,5.291256666183472,"Japanese_language, Japan",False
2024-09-04 07:44:48.170804024,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What provides the Hong Kong Archaeological Society with workshop and office spaces?

A. Antiquities and Monuments Office of the Hong Kong Government
B. Hong Kong Museum of History
C. Private donors
D. Hong Kong University
Answer: ",B,A,5.005849123001099,"Hong_Kong_Archaeological_Society, Li_Long_Lam",False
2024-09-05 07:17:56.412069559,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What was the title of Dead Horse's first release, which was released independently in 1989?

A. Feed Me
B. Peaceful Death and Pretty Flowers
C. BOIL
D. Horsecore: An Unrelated Story That's Time Consuming
Answer: ",D,C,4.720301151275635,"Dead_Horse_(song), Deadhorse,_Alaska",False
2024-09-02 23:11:13.973649664,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the main purpose of the design of the Nine-turn bridge in Chinese Gardens?

A. To allow for a greater number of people to cross at the same time
B. To enable viewers to enjoy different scenes from various angles
C. To create a sense of grandeur and intimidation
D. To provide a direct and efficient path for crossing
Answer: ",B,B,4.994651794433594,"Chinese_garden, List_of_Chinese_gardens",True
2024-09-03 04:28:22.736440832,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What was the name of the play that Damson Idris landed a role in after being encouraged by Cathy Tyson?

A. Pandora's Box
B. Casualty
C. Miranda
D. Doctors
Answer: ",A,C,4.514412879943848,"Damson_Idris, Category:Alumni_of_Brunel_University_London",False
2024-09-06 11:26:19.711689949,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is Elliot Speller-Gillott best known for?

A. His music career as a solo artist
B. His appearances in various British films
C. His role in a BBC One drama series
D. His starring role alongside Nick Helm in the BBC Three sitcom Uncle
Answer: ",D,D,4.987915754318237,"Uncle_(British_TV_series), Days_of_the_Bagnold_Summer_(film)",True
2024-09-04 13:36:39.076097965,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
According to the 2020 United States census, what is the population of Plymouth, North Carolina?

A. 1,522
B. 4,000
C. 3,320
D. 3,200
Answer: ",C,C,4.765669584274292,"Plymouth,_North_Carolina, Plymouth_High_School_(North_Carolina)",True
2024-09-01 16:02:51.056334734,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
When did Georgi Georgiev make his league debut for FC Tiraspol?

A. 31 December 2010
B. 1 January 2012
C. 1 July 2011
D. 23 July 2011
Answer: ",D,D,5.397597074508667,"Georgi_Georgiev_(footballer,_born_1988), Category:FC_Tiraspol_players",True
2024-09-05 06:49:18.395732880,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the literacy rate of Ramkote according to the 2011 census of India?

A. 65.99%
B. 73.08%
C. 79.55%
D. 67.16%
Answer: ",B,C,4.634588718414307,"Christ_Church_(Hyderabad), Koti,_Hyderabad",False
2024-09-06 11:11:05.073789120,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Where was the film 'Give Us Tomorrow' primarily shot?

A. Orpington, London
B. Sevenoaks, Kent
C. Petts Wood, Kent
D. Moorfield Road, Kent
Answer: ",C,B,4.806786060333252,"Give_Us_Tomorrow, Epiousion",False
2024-09-04 12:20:40.945244312,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is Kaitlyn's problem in the 2001 film Lucky Girl?

A. Her family is going through a divorce
B. She is being bullied by her peers
C. She has accumulated a large amount of debt due to her gambling habit
D. She is struggling in school due to a learning disability
Answer: ",C,C,5.283202648162842,"Lucky_Girl_(2001_film), The_Bachelorette_(American_TV_series)_season_11",True
2024-09-05 10:01:36.379825592,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
In which taluka is Sanquelim situated?

A. Pernem Taluka
B. Ponda Taluka
C. Sattari Taluka
D. Bicholim Taluka
Answer: ",D,D,4.448922634124756,"Sanquelim, Sanquelim_Assembly_constituency",True
2024-09-03 23:40:36.641473532,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
According to Chomsky, Hauser and Fitch (2002), how many main aspects of high-level reference system are there?

A. Three
B. Five
C. Six
D. Seven
Answer: ",C,B,4.513412952423096,"Language, Viki_(chimpanzee)",False
2024-09-05 01:34:50.123754025,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Where did Alexander Crichton travel to in 1539, carrying royal letters as a servant of Cardinal Beaton?

A. France
B. Italy
C. England
D. Spain
Answer: ",A,A,4.457242727279663,"Alexander_Crichton_of_Brunstane, George_Wishart",True
2024-09-06 07:11:45.627158165,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What was François-Joseph Fétis's father's occupation?

A. Organ manufacturer
B. Music teacher
C. Titular organist of the noble chapter of Saint-Waltrude
D. Surgeon
Answer: ",C,B,4.516360521316528,"Fran%C3%A7ois-Joseph_F%C3%A9tis, Category:Pupils_of_Fran%C3%A7ois-Joseph_F%C3%A9tis",False
2024-09-04 22:46:14.060386304,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What was the outcome of Samuel Little's trial in September 2014?

A. He was acquitted of all charges
B. He was found guilty and sentenced to life imprisonment with the possibility of parole
C. The trial was declared a mistrial
D. He was found guilty and sentenced to life imprisonment without the possibility of parole
Answer: ",D,D,4.835394859313965,"Samuel_Little, Sam_Little_(golfer)",True
2024-09-05 22:13:11.716572046,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What was the statute of limitations for civil suits for sexual misconduct in New York before 2019?

A. 10 years
B. 15 years
C. 20 years
D. 3 years
Answer: ",D,C,5.610424995422363,"New_York_City, New_York_(state)",False
2024-09-05 02:22:07.748188734,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What was the overall record of the 2018-19 Baylor Lady Bears basketball team?

A. 35-1
B. 32-3
C. 33-2
D. 31-4
Answer: ",C,D,4.825162649154663,"Baylor_Bears_women%27s_basketball, Baylor_Bears",False
2024-09-05 03:07:45.975494862,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Which England player was ruled out of the squad due to an injury during the WODI series against India in February 2019?

A. Katherine Brunt
B. Heather Knight
C. Nat Sciver
D. Sophie Ecclestone
Answer: ",D,D,3.9536564350128174,"England_women%27s_cricket_team_in_India_in_2018%E2%80%9319, England_women%27s_cricket_team_in_India_in_2017%E2%80%9318",True
2024-09-03 19:29:21.481259823,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the original Swedish title of the 1960 comedy film directed by Arne Mattsson?

A. Sommar och lycka
B. Sommar och sol
C. Sommar och regn
D. Sommar och syndare
Answer: ",D,B,4.60081934928894,"Arne_Mattsson, The_Lady_in_Black_(1958_film)",False
2024-09-04 15:57:57.508812189,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the title of the science fiction novel by Ernest Cline published in 2015?

A. Armada
B. Warcross
C. The Eye of Minds
D. Ready Player One
Answer: ",A,D,4.415988922119141,"Ernest_Cline, Ready_Player_One",False
2024-09-05 00:49:18.031386375,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
When did Shirayama Station first open?

A. January 1, 1920
B. November 1, 1943
C. April 30, 1912
D. April 30, 1900
Answer: ",C,C,5.687436580657959,"Shirayama_Station, Category:Stations_of_Takamatsu-Kotohira_Electric_Railroad",True
2024-09-06 00:42:10.102803707,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What type of livestock is commonly raised in the Kentucky district of New South Wales?

A. Chickens and turkeys
B. Dairy cattle and pigs
C. Horses and goats
D. Merino sheep and beef cattle
Answer: ",D,D,4.147314071655273,"Kentucky,_New_South_Wales, Kentucky_State_Forest,_New_South_Wales",True
2024-09-04 11:26:34.580947638,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Who wrote the music for the popular song 'You'll Never Know'?

A. Mack Gordon
B. Anonymous
C. Dorothy Fern Norris
D. Harry Warren
Answer: ",D,D,4.454042911529541,"You%27ll_Never_Know, You%27ll_Never_Know_(Kim_Richey_song)",True
2024-09-02 01:19:00.031957388,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
How many tracks does Gateway Station feature?

A. 4
B. 3
C. 1
D. 2
Answer: ",B,C,5.616253614425659,"Lunar_Gateway, Gateway_Station_(Charlotte)",False
2024-09-03 04:20:14.675558144,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the name of the diocese with its headquarters in Oradea, Romania?

A. Reformed Diocese of Oradea
B. Reformed Diocese of Királyhágómellék
C. Reformed Diocese of Tiszántúl
D. Reformed Diocese of Piatra Craiului
Answer: ",B,D,4.921597719192505,"Oradea, Oradea_International_Airport",False
2024-09-04 18:57:08.139993344,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Where did Richard Alderson record his first commercially released live recordings of Nina Simone?

A. The Village Gate
B. RLA Studios
C. Carnegie Hall
D. The Gaslight
Answer: ",A,B,4.515740871429443,"Richard_Alderson_(record_producer), Balaklava_(album)",False
2024-09-03 19:19:23.550379776,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
In which region of the Czech Republic is the village of Selibice located?

A. North Bohemia
B. Central Bohemia
C. South Moravia
D. East Bohemia
Answer: ",A,A,5.833910942077637,"Selibice_(Sta%C5%88kovice), Category:All_WikiProject_Czech_Republic_pages?from=Se",True
2024-09-05 07:57:45.294825792,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the top-level professional futsal league for men in Russia?

A. Russian Futsal Super League
B. Russian Futsal Cup
C. Russian Futsal Premier League
D. Russian Futsal Championship
Answer: ",A,C,5.709630250930786,"Russia, Russian_Empire",False
2024-09-04 19:41:29.415116032,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What principle does the infra-red homing seeker head of the 9K34 Strela-3 work on?

A. AM (spin-scan) principle
B. Pulse-Doppler principle
C. FM modulation (con-scan) principle
D. Continuous wave principle
Answer: ",C,C,4.422725439071655,"9K34_Strela-3, 2003_Baghdad_DHL_attempted_shootdown_incident",True
2024-09-03 01:40:27.344536781,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What was the purpose of the volunteers' efforts to restore the Loew's Jersey Theatre?

A. To convert it into a residential building
B. To prevent it from being demolished
C. To expand its seating capacity
D. To prepare it for sale to a private developer
Answer: ",B,B,4.413577079772949,"Loew%27s_Jersey_Theatre, Loew%27s_Wonder_Theatres",True
2024-08-31 14:08:32.222380032,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Where did Jackie Morris attend high school?

A. Prince Henry's High School in Birmingham
B. Prince Henry's High School in Evesham
C. Birmingham Academy of Art
D. Bath Academy of Art
Answer: ",B,D,4.71804141998291,"Jackie_Morris, Morris_Chestnut",False
2024-09-05 02:57:14.586572288,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
How did Jan Verhaas initially get involved in snooker refereeing?

A. He was helping at tournaments at a friend's snooker club in Rotterdam and was advised by referee Michael Clarke
B. He was working as a process operator for Shell Chemicals and was recruited by a friend
C. He was a professional snooker player and decided to become a referee after retiring
D. He was a sports journalist covering snooker events and decided to become a referee
Answer: ",A,A,4.765330076217651,"Jan_Verhaas, Jan_Verhas",True
2024-09-03 10:46:25.096267700,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
How many priority areas have been identified for cooperation by the Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation?

A. 12
B. 14
C. 10
D. 15
Answer: ",D,B,4.608100175857544,"Bay_of_Bengal_Initiative_for_Multi-Sectoral_Technical_and_Economic_Cooperation, Template:Regional_organizations",False
2024-09-04 07:28:07.216000557,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
When was Club Deportivo Isla Cristina founded?

A. 1924
B. 1954
C. 1944
D. 1934
Answer: ",D,D,5.661424875259399,"CD_Isla_Cristina, Rodolfo_Bodipo",True
2024-09-04 22:29:59.668304682,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Where did James Carpenter graduate from with a BFA in sculpture?

A. Rhode Island School of Design
B. Massachusetts Institute of Technology
C. Harvard University
D. Yale University
Answer: ",A,A,4.390897989273071,"James_Carpenter_(American_football), James_Carpenter_(architect)",True
2024-09-02 21:35:38.760935068,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
In which voivodeship is the village of Zawadki located?

A. Masovian Voivodeship
B. Lublin Voivodeship
C. Silesian Voivodeship
D. Podlaskie Voivodeship
Answer: ",B,B,3.5662953853607178,"Zawadki, Zawadki,_Bia%C5%82a_Podlaska_County",True
2024-09-06 08:38:26.592572451,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the name of the foundation established by Jeremy Grantham and his wife Hannelore in 1997?

A. The Grantham Institute for Sustainability
B. The Grantham Foundation For the Protection of the Environment
C. The Grantham Centre for Environmental Research
D. The Grantham Foundation for Climate Change
Answer: ",B,B,4.519517183303833,"Jeremy_Grantham, Grantham_Prize",True
2024-09-04 12:51:45.010439873,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What type of boat did New Zealand enter in the 1952 Summer Olympics rowing competition?

A. Coxless four
B. Coxless pair
C. Eight
D. Coxed four
Answer: ",D,C,5.177778720855713,"New_Zealand_at_the_Olympics, New_Zealand_at_the_2024_Summer_Olympics",False
2024-09-06 10:50:13.905151129,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is Sílvia Orriols' educational background?

A. Degree in Business Administration from the University of Barcelona
B. Degree in Law from the University of Girona
C. Degree in Library and Information Science from the University of Vic
D. Degree in Economics from the University of Lleida
Answer: ",C,C,5.904377937316895,"S%C3%ADlvia_Orriols, Catalan_Alliance",True
2024-09-05 02:18:59.018121004,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the primary function of an introduction in music?

A. To provide a conclusion to a movement or piece
B. To introduce the vocalist or instrumentalist
C. To provide a solo or improvisational section
D. To establish melodic, harmonic or rhythmic material related to the main body of a piece
Answer: ",D,D,2.2518928050994877,,True
2024-09-05 19:32:09.063005924,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
How many events did the 2015 BRDC Formula 4 Championship support the British GT series?

A. 4 events
B. 5 events
C. 6 events
D. 8 events
Answer: ",C,C,4.5949647426605225,"2016_BRDC_British_Formula_3_Championship, Seb_Morris",True
2024-09-02 05:57:04.714919424,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the original scheduled release date for the Nintendo 64 version of Starshot: Space Circus Fever in North America?

A. April 16, 1998
B. June 29, 1999
C. June 29, 1998
D. April 16, 1999
Answer: ",D,D,5.488065242767334,"Starshot:_Space_Circus_Fever, List_of_Nintendo_64_games",True
